Activity,Matching,year
assisted with testing the gibson assembly method,Experiments,2018
assisted in various aspects of the cloning process,Experiments,2018
assisted in various aspects of the induction process,Training,2018
assisted in various aspects of the protein purification process,Training,2018
was actively engaged in wet lab work,Experiments,2018
helped to add wiki content,Documentation,2018
mentored the hawaii igem team,Supervision,2018
mentored the hawaii igem team,Training,2018
provided guidance on project design,Supervision,2018
provided guidance on project design,Design,2018
provided guidance on research methods,Supervision,2018
provided guidance on research methods,Analysis,2018
provided guidance on laboratory techniques,Supervision,2018
provided guidance on laboratory techniques,Training,2018
conducting thesis research on the integrase of a centromere-specific retrotransposon,Experiments,2018
conducting thesis research on the integrase of a centromere-specific retrotransposon,Analysis,2018
directed research on biological differences in er+ breast cancers in the native hawaiian population,Experiments,2018
directed research on biological differences in er+ breast cancers in the native hawaiian population,Analysis,2018
contributed to cloning constructs for vlp formation,Experiments,2018
contributed to cloning constructs for vlp formation,Parts,2018
managing collaboration between the hawaii igem team and team dalhousie,Collaboration,2018
working on characterizing nanoparticles from centromere-specific retrotransposons in zea mays,Experiments,2018
working on characterizing nanoparticles from centromere-specific retrotransposons in zea mays,Analysis,2018
"designing, cloning, and expression of fusion proteins",Design,2018
"designing, cloning, and expression of fusion proteins",Experiments,2018
"designing, cloning, and expression of fusion proteins",Parts,2018
sequence analysis in bioinformatic software,Analysis,2018
conducting research protocols including pcr,Experiments,2018
conducting research protocols including dna purification,Experiments,2018
conducting research protocols including bacterial transformation,Experiments,2018
conducting research protocols including dna sequencing,Experiments,2018
conducting research protocols including dna sequencing,Analysis,2018
use of bioinformatics software geneious,Analysis,2018
gained lab experience in bacterial induction,Experiments,2018
gained lab experience in insoluble protein purification,Experiments,2018
operation of bioinformatics software,Software,2018
operation of bioinformatics software,Analysis,2018
performing a variety of lab protocols,Experiments,2018
enjoys biking,Other,2018
enjoys hiking,Other,2018
enjoys running,Other,2018
bothering everyone with science puns,Other,2018
solving riddles,Other,2018
watching survivor,Other,2018
gained lab experience in bacterial induction,Experiments,2018
gained lab experience in insoluble protein purification,Experiments,2018
operation of bioinformatics software,Software,2018
operation of bioinformatics software,Analysis,2018
performing a variety of lab protocols,Experiments,2018
enjoys biking,Other,2018
enjoys hiking,Other,2018
enjoys running,Other,2018
bothering everyone with science puns,Other,2018
solving riddles,Other,2018
watching survivor,Other,2018
spending time at a trendy coffee shop,Other,2018
laughing at and telling jokes,Other,2018
playing soccer,Other,2018
playing volleyball,Other,2018
playing fifa,Other,2018
enjoys the outdoors,Other,2018
exploring new places,Other,2018
reading,Other,2018
enjoys gardening,Other,2018
enjoys cooking,Other,2018
enjoys birding,Other,2018
taking hikes and bike rides,Other,2018
encouraging jordan to buy things,Other,2018
watching netflix,Other,2018
listening to music,Other,2018
running instagram account,Public Engagement,2018
belting 'i want it that way' by the backstreet boys,Other,2018
geeking out about microbes,Other,2018
enjoys outdoor activities,Other,2018
spending time with friends and family,Other,2018
learning new things from others,Other,2018
loves hiking,Other,2018
loves kayaking,Other,2018
loves anything outdoors,Other,2018
playing board games,Other,2018
gardening,Other,2018
spending time with his miniature schnauzer,Other,2018
transfers plant pathways into biotechnological hosts,Experiments,2018
transfers plant pathways into biotechnological hosts,Parts,2018
engineers hosts for biosustainable production,Design,2018
engineers hosts for biosustainable production,Experiments,2018
engineers hosts for biosustainable production,Modelling,2018
advised the cornell university igem team,Supervision,2018
published peer-reviewed journal publications,Documentation,2018
holds patents,Entrepreneurship,2018
received awards,Other,2018
researches the microbiome of biofuel crops,Experiments,2018
researches the microbiome of biofuel crops,Analysis,2018
studies interactions between plant associated fungal and bacterial communities,Experiments,2018
studies interactions between plant associated fungal and bacterial communities,Analysis,2018
studies impacts of the plant microbiome on host plant traits,Experiments,2018
studies impacts of the plant microbiome on host plant traits,Analysis,2018
uses bioinformatics and synthetic biology,Analysis,2018
uses bioinformatics and synthetic biology,Experiments,2018
elucidates potential plant interactions under different conditions,Experiments,2018
elucidates potential plant interactions under different conditions,Analysis,2018
values mentoring,Supervision,2018
values science communication,Public Engagement,2018
values food security,Other,2018
plasmid mini preps and troubleshooting,Experiments,2018
protocols,Experiments,2018
wiki,Documentation,2018
business plan,Entrepreneurship,2018
public outreach,Public Engagement,2018
seeking sponsors,Fundraising,2018
lab work,Experiments,2018
building business model,Entrepreneurship,2018
protein modeling for mutation simulations,Modelling,2018
root isolation,Experiments,2018
data collection,Analysis,2018
contacting farmers,Human Practices,2018
human practices,Human Practices,2018
seeking sponsors and collaborations,Fundraising,2018
seeking sponsors and collaborations,Collaboration,2018
environmental impact assessment,Safety,2018
environmental impact assessment,Human Practices,2018
plant care,Experiments,2018
endophyte collection and identification,Experiments,2018
transformation of endophytes,Experiments,2018
safety forms,Safety,2018
endophyte isolation and characterization,Experiments,2018
endophyte isolation and characterization,Parts,2018
plant maintenance,Experiments,2018
outreach,Public Engagement,2018
experiment planning,Design,2018
experiment planning,Experiments,2018
plasmid work,Experiments,2018
plasmid work,Parts,2018
treasurer of our funds,Fundraising,2018
treasurer of our funds,Administration,2018
donated plasmids and reagents,Material Supply,2018
troubleshoot plasmid work,Experiments,2018
troubleshoot plasmid work,Parts,2018
troubleshoot pcrs,Experiments,2018
input on regulatory systems,Design,2018
input on regulatory systems,Analysis,2018
developed idea for persistence assay,Design,2018
donated board games,Other,2018
donated lab space,Material Supply,2018
helped with project idea development,Design,2018
main synthetic biology advisor,Supervision,2018
"donated plasmid with promoter, terminator, and gfp",Parts,2018
guidance on enzyme design and assays,Supervision,2018
guidance on enzyme design and assays,Design,2018
donated lab space and equipment,Material Supply,2018
helped with culture collection,Experiments,2018
was our glbrc pi,Supervision,2018
endophyte isolation,Experiments,2018
collected switchgrass,Experiments,2018
helped with persistence assays,Experiments,2018
helped with plasmid troubleshooting,Experiments,2018
transformation,Experiments,2018
protein experiments,Experiments,2018
assisted with transformation troubleshooting,Experiments,2018
attended weekly meetings,Administration,2018
hosted a public outreach event,Public Engagement,2018
provided location for event,Material Supply,2018
provided supplies for event,Material Supply,2018
advertising for event,Public Engagement,2018
organized a tour,Public Engagement,2018
made an event flyer,Public Engagement,2018
made an event flyer,Creative Contributions,2018
prepared educational garden plot,Public Engagement,2018
point of contact for msu horticulture gardens,Administration,2018
participated in a phone interview,Public Engagement,2018
impression 5 science center,Public Engagement,2018
assisted with laboratory training,Training,2018
lead the tour of the monsanto learning center,Public Engagement,2018
offered perspective on project,Supervision,2018
michigan state biochemistry professor,Supervision,2018
idaho national laboratory,Material Supply,2018
michigan state college of law,Human Practices,2018
"michigan state chair in agricultural, food, and community ethics",Human Practices,2018
michigan state horticulture professor,Supervision,2018
michigan state plant biosciences professor,Supervision,2018
michigan state plant research laboratory,Material Supply,2018
plant industry manager at michigan department of agriculture,Collaboration,2018
graphic designer,Creative Contributions,2018
provided general support and guidance towards research,Supervision,2018
assisted in mathematical modeling and data analysis,Modelling,2018
assisted in mathematical modeling and data analysis,Analysis,2018
guided instrument operation,Training,2018
guided instrument operation,Experiments,2018
contributed to the accomplishment of interlab measurement,Interlab,2018
provided vital contact information for human practices support,Human Practices,2018
provided guidance and feedback for the project,Supervision,2018
assisted in contact with people for human practices,Human Practices,2018
provided unwavering support for human practices projects,Human Practices,2018
demonstrated design and results through picture editing,Documentation,2018
demonstrated design and results through picture editing,Creative Contributions,2018
accomplished paperwork,Documentation,2018
accomplished paperwork,Administration,2018
accomplished crucial experiments in the project,Experiments,2018
answered questions and provided reminders of deadlines,Administration,2018
devoted effort as team leader,Administration,2018
provided vital financial and intellectual support,Fundraising,2018
provided vital financial and intellectual support,Supervision,2018
team leader of nanjing-china,Administration,2018
takes an active part in almost every phase and aspect of the entire procedure of this project,Design,2018
takes an active part in almost every phase and aspect of the entire procedure of this project,Experiments,2018
takes an active part in almost every phase and aspect of the entire procedure of this project,Analysis,2018
takes an active part in almost every phase and aspect of the entire procedure of this project,Human Practices,2018
takes an active part in almost every phase and aspect of the entire procedure of this project,Public Engagement,2018
organized the team to systematically obtain knowledge on synthetic biology,Training,2018
organized the team to systematically obtain knowledge on synthetic biology,Administration,2018
sharing the responsibility of project design,Design,2018
confidently devotes himself to the following teamwork arrangement,Administration,2018
working with his teammates in human practices,Human Practices,2018
performs the experiments of nif gene,Experiments,2018
establishes the structure and writes the details of the wiki,Documentation,2018
took charge of the wiki designing,Documentation,2018
in charge of the human practices part,Human Practices,2018
contacts with other igem teams on behalf of nanjing-china team,Collaboration,2018
takes charge of other hp-related work,Human Practices,2018
links team’s project with practical applications,Entrepreneurship,2018
seeking possibility in quantitative production,Entrepreneurship,2018
promoting achievement in the lab to the world,Public Engagement,2018
mainly responsible for the lab work,Experiments,2018
sorting out relevant data and materials,Analysis,2018
sorting out relevant data and materials,Material Supply,2018
preparing detailed experiment methods,Experiments,2018
preparing detailed experiment methods,Documentation,2018
in charge of part of the experimental work,Experiments,2018
analyzing data crucial to the research,Analysis,2018
cheering the whole team up during the course,Other,2018
participates in vital paperwork of the team,Documentation,2018
broadly knowledgeable about biochemistry,Other,2018
contributes a lot to the study,Other,2018
in charge of the english writing and presentation work,Documentation,2018
in charge of the english writing and presentation work,Creative Contributions,2018
works on all the tasks assigned,Other,2018
helps with every part like making proposals about team construction,Administration,2018
in charge of presenting the project to others,Public Engagement,2018
creates the team’s wiki page,Documentation,2018
draws the mechanism diagrams of the project,Documentation,2018
publishes a brochure about igem and the team nanjing-china,Public Engagement,2018
publishes a brochure about igem and the team nanjing-china,Creative Contributions,2018
responsible for modeling and copywriting in the team,Modelling,2018
responsible for modeling and copywriting in the team,Documentation,2018
constructs appropriate models and plot graphics to mimic biological systems,Modelling,2018
published a text on team’s website,Documentation,2018
participated in igem competition,Other,2018
established friendships,Other,2018
developed a sense of cooperation,Other,2018
embraced enthusiasm for science,Other,2018
sought innovative ideas,Design,2018
operated complicated experiments,Experiments,2018
carried out human practices,Human Practices,2018
designed wiki and posters,Documentation,2018
designed wiki and posters,Creative Contributions,2018
offered support,Supervision,2018
project lead - nanopore,Design,2018
project lead - nanopore,Experiments,2018
project lead - nanopore,Supervision,2018
collaboration,Collaboration,2018
project lead - dna editor,Design,2018
project lead - dna editor,Experiments,2018
project lead - dna editor,Supervision,2018
project lead - repair,Design,2018
project lead - repair,Experiments,2018
project lead - repair,Administration,2018
interlab measurement,Interlab,2018
interlab measurement,Experiments,2018
human practice,Human Practices,2018
principle investigator,Supervision,2018
instructor,Supervision,2018
instructor,Training,2018
advisor,Supervision,2018
guiding in igem journey,Supervision,2018
hosts regular meetings,Administration,2018
keeps in check,Administration,2018
guided in nanopore project,Supervision,2018
taught lab techniques,Training,2018
taught good research practice,Training,2018
mentor for repair project,Supervision,2018
clear doubts,Supervision,2018
helping hand,Supervision,2018
taught in research,Training,2018
analyse data for nanopore project,Analysis,2018
train machine learning model,Modelling,2018
training and guiding in lab,Training,2018
helpful and approachable,Supervision,2018
training and teaching in lab,Training,2018
mentor of dna base editor project,Supervision,2018
advisor for igem project,Supervision,2018
share igem experience,Public Engagement,2018
guided to avoid pitfalls,Supervision,2018
leader for nanopore project,Design,2018
leader for nanopore project,Experiments,2018
participated in dna base editor project,Experiments,2018
part of interlab measurement team,Interlab,2018
in charge of collaboration with team ui-indonesia,Collaboration,2018
in charge of human practice,Human Practices,2018
leader for dna base editor project,Design,2018
leader for dna base editor project,Experiments,2018
leader for dna base editor project,Supervision,2018
in charge of collaboration with macquarie university,Collaboration,2018
prepared submission of parts,Parts,2018
prepared submission of parts,Documentation,2018
leader of repair project,Design,2018
leader of repair project,Experiments,2018
leader of repair project,Supervision,2018
leader of igem team,Administration,2018
leader of igem team,Supervision,2018
in charge of constructing wiki page,Documentation,2018
leader of interlab measurement,Interlab,2018
leader of interlab measurement,Supervision,2018
leader of base pair change project,Design,2018
leader of base pair change project,Experiments,2018
leader of base pair change project,Supervision,2018
helped in collaboration with nusgem,Collaboration,2018
leader for human practice,Human Practices,2018
leader for human practice,Supervision,2018
conducted social studies,Human Practices,2018
conducted cross-country survey,Human Practices,2018
teaching basic molecular cloning techniques,Training,2018
offering meticulous advice on project and biobrick design,Supervision,2018
offering meticulous advice on project and biobrick design,Design,2018
teaching basic experimental methods,Training,2018
providing protocols for bca assay,Experiments,2018
providing protocols for extracting omv,Experiments,2018
giving advice on biobrick design,Supervision,2018
giving advice on biobrick design,Design,2018
performing experiment,Experiments,2018
helping construct tora-gfp biobrick,Parts,2018
helping construct tora-gfp biobrick,Experiments,2018
helping construct fada biobrick,Parts,2018
helping construct cjcas9 biobrick,Parts,2018
helping construct sgrna’s biobrick,Parts,2018
designing team logo,Creative Contributions,2018
designing posters,Creative Contributions,2018
designing postcards,Creative Contributions,2018
drawing illustrative pictures,Creative Contributions,2018
creating wiki pages,Documentation,2018
providing general information about crc in china,Public Engagement,2018
giving feedbacks concerning safety,Safety,2018
giving feedbacks concerning improvement on project,Supervision,2018
worked tirelessly to help the team,Supervision,2018
involved with most of the team’s work,Administration,2018
group 3 of wet lab,Experiments,2018
wiki,Documentation,2018
art supervision,Creative Contributions,2018
art supervision,Supervision,2018
lab works,Experiments,2018
work on human practice,Human Practices,2018
experiment group,Experiments,2018
hp group,Human Practices,2018
doing standard biological parts,Parts,2018
carrying out wet lab work,Experiments,2018
leader of group 3 of wet lab,Experiments,2018
leader of group 3 of wet lab,Supervision,2018
digestion of dna outside the cells,Experiments,2018
construction of wiki,Documentation,2018
presentation,Public Engagement,2018
presentation,Creative Contributions,2018
construction of the amplification circuit,Experiments,2018
construction of the amplification circuit,Design,2018
construction of vector,Experiments,2018
construction of vector,Design,2018
fluorescence detection of arsenic ions,Experiments,2018
fluorescence detection of arsenic ions,Analysis,2018
building dynamic models of heavy metal biosensors,Modelling,2018
plasmid construction,Experiments,2018
plasmid construction,Parts,2018
fluorescence detection,Experiments,2018
fluorescence detection,Analysis,2018
design of the initial loop,Design,2018
participated in hp activities,Human Practices,2018
making the wiki,Documentation,2018
purifying cas9 protein,Experiments,2018
detecting cas9 protein activity,Experiments,2018
detecting cas9 protein activity,Analysis,2018
molecular cloning,Experiments,2018
molecular cloning,Parts,2018
part construction,Experiments,2018
part construction,Parts,2018
team’s photography,Creative Contributions,2018
model designing,Design,2018
model designing,Modelling,2018
advisor for modelling,Supervision,2018
advisor for modelling,Modelling,2018
giving help and suggestions of team affairs,Supervision,2018
setting up the team,Administration,2018
recruiting members,Administration,2018
educating team members with experimental techniques,Training,2018
instructing students,Training,2018
assisting the professor in organizing daily routine,Administration,2018
coordinating personnel changes,Administration,2018
troubleshoot experiments,Experiments,2018
tianjin environmental protection bureau interview,Human Practices,2018
tianjin environmental protection bureau interview,Public Engagement,2018
email communication for advice and information,Supervision,2018
email communication for advice and information,Collaboration,2018
email communication for advice and information,Administration,2018
hospital interview and invitation,Human Practices,2018
hospital interview and invitation,Public Engagement,2018
education,Public Engagement,2018
education,Training,2018
wiki text,Documentation,2018
figuring out the quality of certain heavy metal in water,Experiments,2018
figuring out the quality of certain heavy metal in water,Analysis,2018
high throughput screening of certain cancer,Experiments,2018
high throughput screening of certain cancer,Analysis,2018
advice and suggestions,Supervision,2018
poster text and graphic design,Documentation,2018
poster text and graphic design,Creative Contributions,2018
banner,Creative Contributions,2018
banner,Public Engagement,2018
wiki design,Documentation,2018
logo design,Creative Contributions,2018
heavy metal detection,Experiments,2018
heavy metal detection,Design,2018
cell-free cancer detection,Experiments,2018
cell-free cancer detection,Design,2018
delivery of the rnps into cells,Experiments,2018
curation of mitochondrial diseases,Analysis,2018
biobricks,Parts,2018
presentation,Public Engagement,2018
presentation,Creative Contributions,2018
laser scanning confocal microscopy,Experiments,2018
wiki support,Documentation,2018
wiki design,Documentation,2018
logo design,Creative Contributions,2018
heavy metal detection,Experiments,2018
heavy metal detection,Design,2018
cell-free cancer detection,Experiments,2018
cell-free cancer detection,Design,2018
delivery of the rnps into cells,Experiments,2018
curation of mitochondrial diseases,Analysis,2018
biobricks,Parts,2018
presentation,Public Engagement,2018
presentation,Creative Contributions,2018
laser scanning confocal microscopy,Experiments,2018
wiki support,Documentation,2018
presentation coaching,Creative Contributions,2018
human practices support,Human Practices,2018
pipetting,Experiments,2018
wandering around williamsburg finding antique stores,Other,2018
chopping vegetables,Other,2018
changing wallpapers,Other,2018
cultivating international relationships via hybrid image-text exchange forums,Collaboration,2018
cultivating international relationships via hybrid image-text exchange forums,Public Engagement,2018
doing non igem synthetic biology projects,Other,2018
colony pcr,Experiments,2018
freezing cells in liquid nitrogen,Experiments,2018
plating e. coli with glass beads,Experiments,2018
watching netflix while doing colony pcrs,Experiments,2018
punching out bands during gel extractions,Experiments,2018
performing gel extractions,Experiments,2018
loading a gel,Experiments,2018
doing mathematical simulations and modeling,Modelling,2018
pipetting unknown substances,Experiments,2018
generating an algorithm to optimize the matching between incoming freshmen and pre-major advisors,Software,2018
instrumental role in project as pi and team advisor,Supervision,2018
guidance with math modeling,Supervision,2018
guidance with math modeling,Modelling,2018
assistance with lab facilities,Material Supply,2018
acknowledged for support,Supervision,2018
microscopy guidance,Training,2018
microscopy guidance,Supervision,2018
developing conceptual framework of project,Design,2018
mentoring of math team,Supervision,2018
mentoring of math team,Modelling,2018
advice on presentation of project,Supervision,2018
advice on presentation of project,Creative Contributions,2018
technical support,Supervision,2018
provided starter set of 3g compatible parts,Parts,2018
provided starter set of 3g compatible parts,Material Supply,2018
support for outreach efforts,Public Engagement,2018
support for outreach efforts,Supervision,2018
providing financial support,Fundraising,2018
molecular cloning work,Experiments,2018
primary pi,Supervision,2018
secondary pi,Supervision,2018
student leader,Administration,2018
publisher for yale scientific magazine,Documentation,2018
playing the bells of harkness tower,Other,2018
playing with stuffed animals,Other,2018
chasing chipmunks,Other,2018
taking long naps,Other,2018
working on an mvp for an electronic health records system,Software,2018
working on an mvp for an electronic health records system,Entrepreneurship,2018
participating in research with the igem team,Design,2018
participating in research with the igem team,Experiments,2018
singing with his a cappella group,Other,2018
working closely with a local alderman,Other,2018
working on a project with the igem team,Design,2018
working on a project with the igem team,Experiments,2018
playing alto saxophone,Other,2018
volunteer teaching,Other,2018
conducting research in an ob-gyn lab,Other,2018
working with the yale-new haven smilow cancer center and teen cancer america,Other,2018
reading and writing for homebound publications,Other,2018
studying art and biology,Other,2018
invested in the future of medical illustration and scientific literacy,Public Engagement,2018
provided overarching guidance for the research project during weekly meetings throughout the summer,Supervision,2018
helped provide preliminary guidance during beginning stages of planning,Supervision,2018
trained new igem team members in relevant molecular biology laboratory techniques in her 'molecular biology laboratory' lab class,Training,2018
provided day-to-day guidance in lab,Supervision,2018
helped troubleshoot experiments,Supervision,2018
helped troubleshoot experiments,Experiments,2018
gave advice on general research direction,Supervision,2018
helped troubleshoot secretion inefficiencies,Supervision,2018
helped troubleshoot secretion inefficiencies,Experiments,2018
helped troubleshoot experiments involving lc-ms verification of breakdown products,Supervision,2018
helped troubleshoot experiments involving lc-ms verification of breakdown products,Experiments,2018
helped troubleshoot experiments involving lc-ms verification of breakdown products,Analysis,2018
brainstormed initial project idea and direction,Design,2018
conducted interlab study,Interlab,2018
worked on objective #3,Other,2018
worked on objective #2,Other,2018
worked on flux balance analysis modeling,Modelling,2018
worked on objective #1,Other,2018
worked on biobrick characterization,Parts,2018
worked on graphics design,Creative Contributions,2018
