"context","target_processed","year","team_processed","team","target","source_team","batch_id","chunk_id","id","team_matched","target_matched","category"
"organized orienteering race with","paris saclay igem team",2015,"bordeaux","Bordeaux","Paris_Saclay iGEM team","Bordeaux",578,4,"578-4","Bordeaux","Paris_Saclay","other"
"organized orienteering race with","epf lausanne igem team",2015,"bordeaux","Bordeaux","EPF_Lausanne iGEM team","Bordeaux",578,4,"578-4","Bordeaux","EPF_Lausanne","other"
"organized orienteering race with","ku leuven igem team",2015,"bordeaux","Bordeaux","KU_Leuven iGEM team","Bordeaux",578,4,"578-4","Bordeaux","KU_Leuven","other"
"organized orienteering race with","aix marseille university igem team",2015,"bordeaux","Bordeaux","Aix-Marseille University iGEM team","Bordeaux",578,4,"578-4","Bordeaux","Aix-Marseille","other"
"organized orienteering race with","toulouse igem team",2015,"bordeaux","Bordeaux","Toulouse iGEM team","Bordeaux",578,4,"578-4","Bordeaux","Toulouse","other"
"organized program with","shenzhen sfls team",2015,"scut champion park","Scut-Champion-Park","Shenzhen_SFLS team","Scut-Champion-Park",417,4,"417-4","SCUT-China","Shenzhen_SFLS",NA
"organized program with","shenzhen sfls team",2015,"scut champion park","Scut-Champion-Park","Shenzhen_SFLS team","Scut-Champion-Park",417,4,"417-4","Scut-Champion-Park","Shenzhen_SFLS",NA
"painted on plates with","uppsala team",2015,"sydney australia","Sydney_Australia","Uppsala team","Sydney_Australia",143,3,"143-3","Sydney_Australia","Uppsala","work"
"panel discussion on genetic engineering","wash u community",2015,"washu stlouis","WashU StLouis","Wash U community","WashU_StLouis",431,11,"431-11","WashU_StLouis","Washington","other"
"participants from","lund university",2015,"linkoping sweden","Linkoping_Sweden","Lund University","Linkoping_Sweden",869,11,"869-11","Linkoping_Sweden","Lund","other"
"participants from","umeå university",2015,"linkoping sweden","Linkoping_Sweden","Umeå University","Linkoping_Sweden",869,11,"869-11","Linkoping_Sweden","Umeå","other"
"participants from","chalmers university of technology",2015,"linkoping sweden","Linkoping_Sweden","Chalmers University of Technology","Linkoping_Sweden",869,11,"869-11","Linkoping_Sweden","Chalmers-Gothenburg","other"
"participants from","university of gothenburg",2015,"linkoping sweden","Linkoping_Sweden","University of Gothenburg","Linkoping_Sweden",869,11,"869-11","Linkoping_Sweden","Gothenburg","other"
"participants from","uppsala university",2015,"linkoping sweden","Linkoping_Sweden","Uppsala University","Linkoping_Sweden",869,11,"869-11","Linkoping_Sweden","Uppsala","other"
"participants from","stockholm university",2015,"linkoping sweden","Linkoping_Sweden","Stockholm University","Linkoping_Sweden",869,11,"869-11","Linkoping_Sweden","Stockholm","other"
"participants from","kth royal institute of technology",2015,"linkoping sweden","Linkoping_Sweden","KTH Royal Institute of Technology","Linkoping_Sweden",869,11,"869-11","Linkoping_Sweden","KTH","other"
"participated and shared survey from","ucl",2015,"brasil usp","Brasil-USP","UCL","Brasil-USP",900,0,"900-0","Brasil-USP","UCL","work"
"participated at event organized by","theatre freiburg",2015,"tuebingen","Tuebingen","Theatre Freiburg","Tuebingen",985,8,"985-8","Tuebingen","Freiburg","meetup"
"participated in","nordic igem meetup in uppsala",2015,"unik copenhagen","UNIK_Copenhagen","Nordic iGEM meetup in Uppsala","UNIK_Copenhagen",280,8,"280-8","UNIK_Copenhagen","Uppsala","work"
"participated in","nctu conference",2015,"sysu china","SYSU_CHINA","NCTU Conference","SYSU_CHINA",667,6,"667-6","SYSU_CHINA","NCTU_Formosa","work"
"participated in","newsletter project organized by amoy china",2015,"sysu china","SYSU_CHINA","Newsletter project organized by Amoy_China","SYSU_CHINA",433,1,"433-1","SYSU_CHINA","Amoy","work"
"participated in","debate organized by paris saclay",2015,"bordeaux","Bordeaux","debate organized by Paris Saclay","Bordeaux",348,5,"348-5","Bordeaux","Paris_Saclay","work"
"participated in","israel technion mini jamboree",2015,"bgu israel","BGU_Israel","Israel-Technion Mini Jamboree","BGU_Israel",206,1,"206-1","BGU_Israel","Technion_Israel","work"
"participated in","newsletter project organized by amoy china",2015,"sysu china","SYSU_CHINA","newsletter project organized by Amoy_China","SYSU_CHINA",667,6,"667-6","SYSU_CHINA","Amoy","work"
"participated in","theatre freiburg",2015,"tuebingen","Tuebingen","Theatre Freiburg","Tuebingen",930,3,"930-3","Tuebingen","Freiburg","work"
"participated in","nctu conference",2015,"sysu china","SYSU_CHINA","NCTU Conference","SYSU_CHINA",433,1,"433-1","SYSU_CHINA","NCTU_Formosa","work"
"participated in","igem 2012 upssala",2015,"ku leuven","KU_Leuven","iGEM 2012 Upssala","KU_Leuven",877,6,"877-6","KU_Leuven","Uppsala","work"
"participated in","nctu conference",2015,"sysu china","SYSU_CHINA","NCTU Conference","SYSU_CHINA",898,2,"898-2","SYSU_CHINA","NCTU_Formosa","work"
"participated in","nctu conference",2015,"bnu china","BNU-CHINA","NCTU conference","BNU-CHINA",631,9,"631-9","BNU-CHINA","NCTU_Formosa","work"
"participated in","asian conference organized by nctu",2015,"bit china","BIT-China","Asian Conference organized by NCTU","BIT-China",732,7,"732-7","BIT-China","NCTU_Formosa","work"
"participated in","asian conference organized by nctu",2015,"bit","BIT","Asian Conference organized by NCTU","BIT",849,15,"849-15","BIT","NCTU_Formosa","work"
"participated in","ccic organized by peking university",2015,"bit china","BIT-China","CCiC organized by Peking University","BIT-China",732,7,"732-7","BIT-China","Peking","work"
"participated in","ccic organized by peking university",2015,"bit","BIT","CCiC organized by Peking University","BIT",849,15,"849-15","BIT","Peking","work"
"participated in","harvard biodesign 2015 igem team",2015,"stockholm","Stockholm","Harvard BioDesign 2015 iGEM team","Stockholm",703,9,"703-9","Stockholm","Harvard_BioDesign","work"
"participated in","mini igem at the technion",2015,"danzi kesh 8","Danzi_Kesh_8","mini-iGEM at the Technion","Danzi_Kesh_8",338,5,"338-5","Danzi_Kesh_8","Technion_Israel","work"
"participated in","asian igem conference held by nctu formosa",2015,"bit china","BIT-China","Asian iGEM Conference held by NCTU-Formosa","BIT-China",732,7,"732-7","BIT-China","NCTU_Formosa","work"
"participated in","amoy newsletter collaboration",2015,"epf lausanne","EPF_Lausanne","Amoy Newsletter collaboration","EPF_Lausanne",13,8,"13-8","EPF_Lausanne","Amoy","work"
"participated in","igem newsletter by amoy",2015,"ustc","USTC","iGEM newsletter by Amoy","USTC",139,0,"139-0","USTC","Amoy","work"
"participated in a debate with","vub",2015,"ku leuven","KU Leuven","VUB","KU_Leuven",890,10,"890-10","KU_Leuven","Brussels","other"
"participated in a debate with","ugent",2015,"ku leuven","KU Leuven","UGent","KU_Leuven",890,10,"890-10","KU_Leuven","Ghent","other"
"participated in activities organized by","igem paris saclay team",2015,"bordeaux","Bordeaux","iGEM Paris_Saclay team","Bordeaux",934,1,"934-1","Bordeaux","Paris_Saclay","work"
"participated in activities organized by","igem pasteur paris team",2015,"bordeaux","Bordeaux","iGEM Pasteur_Paris team","Bordeaux",934,1,"934-1","Bordeaux","Pasteur_Paris","work"
"participated in activity with","university of alberta igem 2009 team",2015,"zju china","ZJU-China","University of Alberta iGEM 2009 team","ZJU-China",522,4,"522-4","ZJU-China","Consort_Alberta","meetup"
"participated in Amoy newsletters","amoy",2015,"nctu formosa","NCTU_Formosa","Amoy","NCTU_Formosa",492,9,"492-9","NCTU_Formosa","Amoy","work"
"participated in CCiC held by","igem team peking",2015,"sysu software","SYSU-Software","iGEM team Peking","SYSU-Software",566,7,"566-7","SYSU-Software","Peking","meetup"
"participated in CCiC held by","igem team peking",2015,"sysu software","SYSU-Software","iGEM team Peking","SYSU-Software",442,8,"442-8","SYSU-Software","Peking","meetup"
"participated in competition with","aalto helsinki bioworks",2015,"hong kong hku","Hong Kong HKU","Aalto-Helsinki Bioworks","Hong_Kong_HKU",369,1,"369-1","Hong_Kong_HKU","Aalto-Helsinki","work"
"participated in conference","nctu formosa",2015,"sysu software","SYSU-Software","NCTU_Formosa","SYSU-Software",566,7,"566-7","SYSU-Software","NCTU_Formosa","meetup"
"participated in conference","nctu",2015,"bnu china","BNU-CHINA","NCTU","BNU-CHINA",832,0,"832-0","BNU-CHINA","NCTU_Formosa","meetup"
"participated in conference held by","nctu formosa",2015,"sysu software","SYSU-Software","NCTU_Formosa","SYSU-Software",442,8,"442-8","SYSU-Software","NCTU_Formosa","meetup"
"participated in conference with","nctu formosa igem team",2015,"tcu taiwan","TCU_Taiwan","NCTU_Formosa iGEM team","TCU_Taiwan",25,5,"25-5","TCU_Taiwan","NCTU_Formosa","meetup"
"participated in Danish Meetup","dtu igem team",2015,"sdu denmark","SDU-Denmark","DTU iGEM Team","SDU-Denmark",71,4,"71-4","SDU-Denmark","DTU-Denmark","meetup"
"participated in Danish Meetup hosted by","dtu igem team",2015,"sdu denmark","SDU-Denmark","DTU iGEM Team","SDU-Denmark",676,0,"676-0","SDU-Denmark","DTU-Denmark","meetup"
"participated in discussion with","igem pasteur team",2015,"paris saclay","Paris_Saclay","iGEM Pasteur team","Paris_Saclay",1038,4,"1038-4","Paris_Saclay","Pasteur_Paris","work"
"participated in exhibition of","nyu shanghai",2015,"xjtlu china","XJTLU-CHINA","NYU-Shanghai","XJTLU-CHINA",404,6,"404-6","XJTLU-CHINA","NYU_Shanghai","work"
"participated in exhibition with","nyu shanghai igem team",2015,"xjtlu china","XJTLU-CHINA","NYU-Shanghai iGEM team","XJTLU-CHINA",735,4,"735-4","XJTLU-CHINA","NYU_Shanghai","work"
"participated in forum","mexico",2015,"hokkaidou japan","HokkaidoU_Japan","Mexico","HokkaidoU_Japan",899,7,"899-7","HokkaidoU_Japan","BIOSINT_Mexico","work"
"participated in iGEM","heidelberg 2014",2015,"michigan","Michigan","Heidelberg 2014","Michigan",822,6,"822-6","Michigan","Heidelberg","other"
"participated in iGEM","aachen 2014",2015,"michigan","Michigan","Aachen 2014","Michigan",822,6,"822-6","Michigan","Aachen","other"
"participated in iGEM","lethbridge igem",2015,"lethbridge hs","Lethbridge HS","Lethbridge iGEM","Lethbridge",251,6,"251-6","Lethbridge_HS","Lethbridge","other"
"participated in iGEM","ucl igem team",2015,"london biohackspace","London Biohackspace","UCL iGEM Team","London_Biohackspace",51,9,"51-9","London_Biohackspace","UCL","other"
"participated in iGEM","cambridge team",2015,"gaston day school","Gaston_Day_School","Cambridge team","Gaston_Day_School",119,0,"119-0","Gaston_Day_School","Cambridge-JIC","other"
"participated in iGEM","boston",2015,"fudan","Fudan","Boston","Fudan",650,0,"650-0","Fudan","BostonU","other"
"participated in iGEM","tu eindhoven",2015,"ustc","USTC","TU_Eindhoven","USTC",868,5,"868-5","USTC","TU_Eindhoven","other"
"participated in iGEM","albert ludwigs university of freiburg",2015,"technion hs israel","Technion_HS_Israel","Albert-Ludwigs-University of Freiburg","Technion_HS_Israel",21,0,"21-0","Technion_HS_Israel","Freiburg","other"
"participated in iGEM","amoy",2015,"nymu taipei","NYMU-Taipei","Amoy","NYMU-Taipei",783,4,"783-4","NYMU-Taipei","Amoy","other"
"participated in iGEM","university of science and technology of china",2015,"ustc software","USTC-Software","University of Science and Technology of China","USTC-Software",591,6,"591-6","USTC-Software","USTC","other"
"participated in iGEM","ubc 2010",2015,"oxford","Oxford","UBC 2010","Oxford",7,3,"7-3","Oxford","British_Columbia","other"
"participated in iGEM","freiburg team",2015,"technion hs israel","Technion_HS_Israel","Freiburg team","Technion_HS_Israel",21,0,"21-0","Technion_HS_Israel","Freiburg","other"
"participated in iGEM","egypt",2015,"nymu taipei","NYMU-Taipei","Egypt","NYMU-Taipei",641,0,"641-0","NYMU-Taipei","Cairo_Egypt","other"
"participated in iGEM competition","eth zurich 2014",2015,"michigan software","Michigan Software","ETH Zurich 2014","Michigan_Software",445,15,"445-15","Michigan_Software","ETH_Zurich","other"
"participated in iGEM competition","uc davis's ambercycle",2015,"team santa clara","team Santa_Clara","UC Davis's Ambercycle","Santa_Clara",731,7,"731-7","Santa_Clara","UC_Davis","other"
"participated in iGEM competition","waterloo 2014",2015,"lethbridge hs","Lethbridge_HS","Waterloo 2014","Lethbridge_HS",361,1,"361-1","Lethbridge_HS","Waterloo","other"
"participated in iGEM competition","tianjin",2015,"bit","BIT","Tianjin","BIT",203,2,"203-2","BIT","Tianjin","other"
"participated in iGEM competition","eth zurich 2014",2015,"lethbridge hs/modeling","Lethbridge HS/Modeling","ETH Zurich 2014","Lethbridge",100,0,"100-0","Lethbridge_HS","ETH_Zurich","other"
"participated in iGEM competition","waterloo 2014",2015,"michigan software","Michigan Software","Waterloo 2014","Michigan_Software",445,15,"445-15","Michigan_Software","Waterloo","other"
"participated in iGEM competition","eth zurich 2014",2015,"lethbridge hs","Lethbridge_HS","ETH Zurich 2014","Lethbridge_HS",361,1,"361-1","Lethbridge_HS","ETH_Zurich","other"
"participated in iGEM competition","cgu taiwan",2015,"bit","BIT","CGU_Taiwan","BIT",203,2,"203-2","BIT","CGU_Taiwan","other"
"participated in iGEM competition","berlin",2015,"bit","BIT","Berlin","BIT",203,2,"203-2","BIT","Berlin","other"
"participated in iGEM competition","heidelberg 2014",2015,"scut china","SCUT-China","Heidelberg 2014","SCUT-China",106,2,"106-2","SCUT-China","Heidelberg","other"
"participated in iGEM competition","ucl",2015,"bit","BIT","UCL","BIT",203,2,"203-2","BIT","UCL","other"
"participated in iGEM competition","mit",2015,"ku leuven","KU Leuven","MIT","KU_Leuven",290,10,"290-10","KU_Leuven","MIT","other"
"participated in iGEM competition","leicester",2015,"bit","BIT","Leicester","BIT",203,2,"203-2","BIT","Leicester","other"
"participated in iGEM competition","mit's benchling",2015,"team santa clara","team Santa_Clara","MIT's Benchling","Santa_Clara",731,7,"731-7","Santa_Clara","MIT","other"
"participated in iGEM competition","tianjin team",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","Tianjin team","SJTU-BioX-Shanghai",210,0,"210-0","SJTU-BioX-Shanghai","Tianjin","other"
"participated in iGEM competition","aachen 2014",2015,"scut china","SCUT-China","Aachen 2014","SCUT-China",106,2,"106-2","SCUT-China","Aachen","other"
"participated in iGEM competition","aachen 2014",2015,"china cd uestc","CHINA_CD_UESTC","Aachen 2014","CHINA_CD_UESTC",120,2,"120-2","CHINA_CD_UESTC","Aachen","other"
"participated in iGEM competition","igem foundation",2015,"heidelberg","Heidelberg","iGEM foundation","Heidelberg",81,4,"81-4","Heidelberg","iGEM","other"
"participated in iGEM competition","heidelberg 2014",2015,"china cd uestc","CHINA_CD_UESTC","Heidelberg 2014","CHINA_CD_UESTC",120,2,"120-2","CHINA_CD_UESTC","Heidelberg","other"
"participated in iGEM competition","brasil usp",2015,"bit","BIT","Brasil_USP","BIT",203,2,"203-2","BIT","Brasil-USP","other"
"participated in iGEM competition","waterloo",2015,"michigan","Michigan","Waterloo","Michigan",678,7,"678-7","Michigan","Waterloo","other"
"participated in iGEM competition","cuhk",2015,"bit","BIT","CUHK","BIT",203,2,"203-2","BIT","Hong_Kong-CUHK","other"
"participated in iGEM competition","tudelft",2015,"technion hs israel","Technion_HS_Israel","TUDelft","Technion_HS_Israel",309,0,"309-0","Technion_HS_Israel","TU_Delft","other"
"participated in iGEM competition","toulouse",2015,"bit","BIT","Toulouse","BIT",203,2,"203-2","BIT","Toulouse","other"
"participated in iGEM competition","eth zurich",2015,"michigan","Michigan","ETH Zurich","Michigan",678,7,"678-7","Michigan","ETH_Zurich","other"
"participated in iGEM competition","cambridge",2015,"heidelberg","Heidelberg","Cambridge","Heidelberg",585,3,"585-3","Heidelberg","Cambridge-JIC","other"
"participated in iGEM competition","shanghai jiao tong university igem team",2015,"uc davis","UC_Davis","Shanghai Jiao Tong University iGEM team","UC_Davis",628,6,"628-6","UC_Davis","SJTU-BioX-Shanghai","other"
"participated in iGEM competition","waterloo 2014",2015,"lethbridge hs/modeling","Lethbridge HS/Modeling","Waterloo 2014","Lethbridge",100,0,"100-0","Lethbridge_HS","Waterloo","other"
"participated in iGEM competition","pku beijing",2015,"technion hs israel","Technion_HS_Israel","PKU Beijing","Technion_HS_Israel",309,0,"309-0","Technion_HS_Israel","Peking","other"
"participated in iGEM competition","stockholm",2015,"bit","BIT","Stockholm","BIT",203,2,"203-2","BIT","Stockholm","other"
"participated in iGEM competition","bit china",2015,"bit","BIT","BIT-China","BIT",203,2,"203-2","BIT","BIT-China","other"
"participated in iGEM competition","cambridge",2015,"heidelberg","Heidelberg","Cambridge","Heidelberg",585,3,"585-3","Heidelberg","Cambridge","other"
"participated in iGEM competition","yale igem team",2015,"uchile openbio","UChile-OpenBio","Yale iGEM Team","UChile-OpenBio",482,7,"482-7","UChile-OpenBio","Yale","other"
"participated in iGEM competition","westminster",2015,"reading","Reading","Westminster","Reading",776,5,"776-5","Reading","Westminster","other"
"participated in iGEM competition with","aachen 2014",2015,"michigan","Michigan","Aachen 2014","Michigan",42,4,"42-4","Michigan","Aachen","meetup"
"participated in iGEM competition with","udelft",2015,"technion hs israel","Technion_HS_Israel","UDelft","Technion_HS_Israel",553,4,"553-4","Technion_HS_Israel","TU_Delft","meetup"
"participated in iGEM competition with","heidelberg 2014",2015,"michigan","Michigan","Heidelberg 2014","Michigan",42,4,"42-4","Michigan","Heidelberg","meetup"
"participated in iGEM competition with","dundee",2015,"york","York","Dundee","York",376,6,"376-6","York","Dundee","meetup"
"participated in iGEM Low Budget Competition with","uniandes colombia",2015,"tu darmstadt","TU Darmstadt","Uniandes Colombia","TU_Darmstadt",936,6,"936-6","TU_Darmstadt","Uniandes_Colombia","meetup"
"participated in iGEM Show with","zhejiang university",2015,"nyu shanghai","NYU_Shanghai","Zhejiang University","NYU_Shanghai",598,8,"598-8","NYU_Shanghai","ZJU-China","meetup"
"participated in iGEM Show with","fudan",2015,"nyu shanghai","NYU_Shanghai","Fudan","NYU_Shanghai",598,8,"598-8","NYU_Shanghai","Fudan","meetup"
"participated in iGEM Show with","tongji wetware",2015,"nyu shanghai","NYU_Shanghai","Tongji Wetware","NYU_Shanghai",598,8,"598-8","NYU_Shanghai","Tongji","meetup"
"participated in iGEM Show with","tongji software",2015,"nyu shanghai","NYU_Shanghai","Tongji Software","NYU_Shanghai",598,8,"598-8","NYU_Shanghai","Tongji","meetup"
"participated in iGEM with","bordeaux igem",2015,"ucsf","UCSF","BORDEAUX iGEM","UCSF",150,0,"150-0","UCSF","Bordeaux","meetup"
"participated in iGEM with","tu delft igem",2015,"ucsf","UCSF","TU DELFT iGEM","UCSF",150,0,"150-0","UCSF","TU_Delft","meetup"
"participated in iGEM with","metu turkey igem",2015,"ucsf","UCSF","METU TURKEY iGEM","UCSF",150,0,"150-0","UCSF","METU_Turkey","meetup"
"participated in iGEM with","birkbeck igem",2015,"ucsf","UCSF","BIRKBECK iGEM","UCSF",150,0,"150-0","UCSF","Birkbeck","meetup"
"participated in iGEM with","columbia igem",2015,"ucsf","UCSF","COLUMBIA iGEM","UCSF",150,0,"150-0","UCSF","Columbia_NYC","meetup"
"participated in iGEM with","caltech",2015,"tokyo tech","Tokyo_Tech","Caltech","Tokyo_Tech",56,6,"56-6","Tokyo_Tech","California Institute of Technology","meetup"
"participated in iGEM with","igem team szu china",2015,"nankai","Nankai","iGEM Team SZU_China","Nankai",564,11,"564-11","Nankai","SZU_China","meetup"
"participated in iGEM with","igem team tianjin",2015,"nankai","Nankai","iGEM Team Tianjin","Nankai",564,11,"564-11","Nankai","Tianjin","meetup"
"participated in iGEM with","harvard/bu team",2015,"sf bay area diybio","SF_Bay_Area_DIYBio","Harvard/BU team","SF_Bay_Area_DIYBio",338,9,"338-9","SF_Bay_Area_DIYBio","Harvard_BioDesign","meetup"
"participated in iGEM with","mingdao igem",2015,"ucsf","UCSF","MINGDAO iGEM","UCSF",150,0,"150-0","UCSF","Mingdao","meetup"
"participated in iGEM with","ucsc igem",2015,"ucsf","UCSF","UCSC iGEM","UCSF",150,0,"150-0","UCSF","UCSC","meetup"
"participated in iGEM with","iit kharagpur igem",2015,"ucsf","UCSF","IIT KHARAGPUR iGEM","UCSF",150,0,"150-0","UCSF","IIT_Kharagpur","meetup"
"participated in iGEM with","igem team ouc china",2015,"nankai","Nankai","iGEM Team OUC_China","Nankai",564,11,"564-11","Nankai","OUC-China","meetup"
"participated in iGEM with","vilnius igem",2015,"ucsf","UCSF","VILNIUS iGEM","UCSF",150,0,"150-0","UCSF","Vilnius-Lithuania","meetup"
"participated in iGEM with","aalto university",2015,"duke","Duke","Aalto University","Duke",405,3,"405-3","Duke","Aalto-Helsinki","meetup"
"participated in iGEM with","aalto university",2015,"duke","Duke","Aalto University","Duke",405,3,"405-3","Duke","Aalto-Helsinki","meetup"
"participated in iGEM with","dundee igem",2015,"ucsf","UCSF","DUNDEE iGEM","UCSF",150,0,"150-0","UCSF","Dundee","meetup"
"participated in iGEM with","igem team aachen",2015,"nankai","Nankai","iGEM Team Aachen","Nankai",564,11,"564-11","Nankai","Aachen","meetup"
"participated in iGEM with","tu dresden igem",2015,"ucsf","UCSF","TU DRESDEN iGEM","UCSF",150,0,"150-0","UCSF","TU_Dresden","meetup"
"participated in iGEM with","igem team stockholm",2015,"nankai","Nankai","iGEM Team Stockholm","Nankai",564,11,"564-11","Nankai","Stockholm","meetup"
"participated in iGEM with","hong kong cuhk igem",2015,"ucsf","UCSF","HONG KONG-CUHK iGEM","UCSF",150,0,"150-0","UCSF","Hong_Kong_CUHK","meetup"
"participated in iGEM with","atoms türkiye igem",2015,"ucsf","UCSF","ATOMS TÜRKIYE iGEM","UCSF",150,0,"150-0","UCSF","ATOMS-Turkiye","meetup"
"participated in iGEM with","hiedelberg igem",2015,"ucsf","UCSF","HIEDELBERG iGEM","UCSF",150,0,"150-0","UCSF","Heidelberg","meetup"
"participated in Interlab Study","igem ucla",2015,"ucl","UCL","iGEM UCLA","UCL",160,4,"160-4","UCL","UCLA","work"
"participated in Labsurfing with","team darmstadt",2015,"fau erlangen","FAU Erlangen","team Darmstadt","FAU_Erlangen",403,1,"403-1","FAU_Erlangen","TU_Darmstadt","meetup"
"participated in Measurement Interlab Study","ucla",2015,"ucl","UCL","UCLA","UCL",697,4,"697-4","UCL","UCLA","work"
"participated in measurement study","ucl",2015,"ucla","UCLA","UCL","UCL",296,9,"296-9","UCLA","UCL","work"
"participated in measurement study","ucla",2015,"ucl","UCL","UCLA","UCL",65,5,"65-5","UCL","UCLA","work"
"participated in measurement study","ucl",2015,"ucla","UCLA","UCL","UCL",669,3,"669-3","UCLA","UCL","work"
"participated in measurement study","ucla",2015,"ucl","UCL","UCLA","UCL",949,5,"949-5","UCL","UCLA","work"
"participated in meet-up organized by","sklbc china",2015,"sysu china","SYSU_CHINA","SKLBC-China","SYSU_CHINA",284,0,"284-0","SYSU_CHINA","SKLBC-China",NA
"participated in meeting","sun yat sen university",2015,"scut champion park","Scut-Champion-Park","Sun Yat-sen University","Scut-Champion-Park",481,0,"481-0","Scut-Champion-Park","SYSU_CHINA","meetup"
"participated in meeting","sun yat sen university",2015,"scut champion park","Scut-Champion-Park","Sun Yat-sen University","Scut-Champion-Park",481,0,"481-0","SCUT-China","SYSU_CHINA","meetup"
"participated in meeting","nanjing university",2015,"scut champion park","Scut-Champion-Park","Nanjing University","Scut-Champion-Park",481,0,"481-0","SCUT-China","Nanjing-China","meetup"
"participated in meeting","nanjing university",2015,"scut champion park","Scut-Champion-Park","Nanjing University","Scut-Champion-Park",481,0,"481-0","Scut-Champion-Park","Nanjing-China","meetup"
"participated in meetup","nanjing university",2015,"scut champion park","Scut-Champion-Park","Nanjing University","Scut-Champion-Park",350,2,"350-2","Scut-Champion-Park","Nanjing-China","meetup"
"participated in meetup","nctu formosa",2015,"iit kharagpur","IIT_Kharagpur","NCTU Formosa","IIT_Kharagpur",490,0,"490-0","IIT_Kharagpur","NCTU_Formosa","meetup"
"participated in meetup","iiser pune",2015,"iit kharagpur","IIT Kharagpur","IISER Pune","IIT_Kharagpur",21,6,"21-6","IIT_Kharagpur","IISER_Pune","meetup"
"participated in meetup","iiser pune",2015,"iit kharagpur","IIT_Kharagpur","IISER Pune","IIT_Kharagpur",152,2,"152-2","IIT_Kharagpur","IISER_Pune","meetup"
"participated in meetup","nctu",2015,"bit china","BIT-China","NCTU","BIT-China",364,12,"364-12","BIT-China","NCTU_Formosa","meetup"
"participated in meetup","iit delhi",2015,"iit kharagpur","IIT_Kharagpur","IIT Delhi","IIT_Kharagpur",152,2,"152-2","IIT_Kharagpur","IIT_Delhi","meetup"
"participated in meetup","peking university",2015,"bit china","BIT-China","Peking University","BIT-China",364,12,"364-12","BIT-China","Peking","meetup"
"participated in meetup","bordeaux",2015,"paris saclay","Paris_Saclay","Bordeaux","Paris_Saclay",1038,4,"1038-4","Paris_Saclay","Bordeaux","meetup"
"participated in meetup","iit delhi",2015,"iit kharagpur","IIT Kharagpur","IIT Delhi","IIT_Kharagpur",21,6,"21-6","IIT_Kharagpur","IIT_Delhi","meetup"
"participated in meetup","sun yat sen university",2015,"scut champion park","Scut-Champion-Park","Sun Yat-sen University","Scut-Champion-Park",350,2,"350-2","SCUT-China","SYSU_CHINA","meetup"
"participated in meetup","bordeaux",2015,"aix marseille","Aix-Marseille","Bordeaux","Aix-Marseille",770,3,"770-3","Aix-Marseille","Bordeaux","meetup"
"participated in meetup","nctu formosa",2015,"iit kharagpur","IIT_Kharagpur","NCTU Formosa","IIT_Kharagpur",907,6,"907-6","IIT_Kharagpur","NCTU_Formosa","meetup"
"participated in meetup","iit delhi",2015,"iit kharagpur","IIT_Kharagpur","IIT Delhi","IIT_Kharagpur",134,0,"134-0","IIT_Kharagpur","IIT_Delhi","meetup"
"participated in meetup","iit delhi",2015,"iit kharagpur","IIT Kharagpur","IIT Delhi","IIT_Kharagpur",751,3,"751-3","IIT_Kharagpur","IIT_Delhi","meetup"
"participated in meetup","nctu",2015,"iit kharagpur","IIT_Kharagpur","NCTU","IIT_Kharagpur",789,0,"789-0","IIT_Kharagpur","NCTU_Formosa","meetup"
"participated in meetup","nctu",2015,"bit","BIT","NCTU","BIT",194,3,"194-3","BIT","NCTU_Formosa","meetup"
"participated in meetup","iiser pune",2015,"iit kharagpur","IIT Kharagpur","IISER Pune","IIT_Kharagpur",751,3,"751-3","IIT_Kharagpur","IISER_Pune","meetup"
"participated in meetup","nctu",2015,"iiser pune","IISER Pune","NCTU","IIT_Kharagpur",789,0,"789-0","IISER_Pune","NCTU_Formosa","meetup"
"participated in meetup","nanjing university",2015,"scut champion park","Scut-Champion-Park","Nanjing University","Scut-Champion-Park",350,2,"350-2","SCUT-China","Nanjing-China","meetup"
"participated in meetup","iiser pune",2015,"iit kharagpur","IIT_Kharagpur","IISER Pune","IIT_Kharagpur",134,0,"134-0","IIT_Kharagpur","IISER_Pune","meetup"
"participated in meetup","nctu",2015,"iiser pune","IISER Pune","NCTU","IIT_Kharagpur",295,3,"295-3","IISER_Pune","NCTU_Formosa","meetup"
"participated in meetup","nctu",2015,"iit kharagpur","IIT_Kharagpur","NCTU","IIT_Kharagpur",295,3,"295-3","IIT_Kharagpur","NCTU_Formosa","meetup"
"participated in meetup","sun yat sen university",2015,"scut champion park","Scut-Champion-Park","Sun Yat-sen University","Scut-Champion-Park",350,2,"350-2","Scut-Champion-Park","SYSU_CHINA","meetup"
"participated in meetup","peking university",2015,"bit","BIT","Peking University","BIT",194,3,"194-3","BIT","Peking","meetup"
"participated in meetup held by","peking university",2015,"ustc","USTC","Peking University","USTC",564,8,"564-8","USTC","Peking","meetup"
"participated in meetup held by","nctu formosa",2015,"ustc","USTC","NCTU-Formosa","USTC",564,8,"564-8","USTC","NCTU_Formosa","meetup"
"participated in meetup organized by","westminster",2015,"kent","Kent","Westminster","Kent",454,8,"454-8","Kent","Westminster","meetup"
"participated in meetup organized by","bordeaux igem team",2015,"ku leuven","KU Leuven","Bordeaux iGEM team","KU_Leuven",760,7,"760-7","KU_Leuven","Bordeaux","meetup"
