team,year,text,edge,target,context,Notes,direction,Flag
Botchan_Lab_Tokyo,2017,". On the other hand, we helped iGEM Nagahama team as well. We advised about cloud funding, especially which website to use, and how to collect sponsors and patrons. For the website, iGEM nagahama team actually used the website ‘campfire’, which we also used in advance and advised to use.
＜May Festival＞
On May 20th and 21st, as iGEM JAPAN, we participated in university festival of University of Tokyo, ‘May Festival’. In this festival, with KAIT JAPAN team, Tokyo Tech team, Kyoto team, Kobe team, Nagahama team, and Gifu team, we held an exhibition booth and presented our projects with posters. Since May Festival is one of the most famous university festivals in Japan, many people including middle school or high school students, university students, many professors and many researchers came to the exhibition booth. They listened to our projects and gave us a lot of opinions from many perspectives. Since many teams of iGEM participated, we discussed our project and deepened our knowledge in details especially the protocol.
＜Creating a document about GMM(GMO) legislations＞
Genetically modifying is a technique of modifying DNA using genetic engineering methods. This technique is used in food, agriculture, and many other fields. In Japan, there are quite a lot genetically modified foods, and we are quite familiar with GMO regardless of pro or con. (Find out the survey that we took on human practices page!) However, in Japan, there are both people feel positive about GMOs and people who feel negative about GMOs. Having this background, and also thinking of safety and conservation of ecosystem, we consider that these are the reasons why the GMM(GMO) legislations are quite restrict in Japan. On the other hand, if we look outside Japan, the legislations are really different in each country and area. So, our team collaborated with 9 iGEM teams: Manchester team from the UK , Virginia team from the USA , AQA Unesp team from Brazil, , UChile_OpenBio-CeBiB team from Chile , ITB_Indonesia team from Indonesia , KUAS_Korea team from Korea , IIT_Delhi team from India ,  and UAlberta team from Canada ,  and created a document of GMM legislations. This document has created by 10 teams from 10 countries in 5 continents. By researching GMM legislations and comparing those legislations between countries, we aimed to understand the depth and diversity of laws, and also the",TRUE,Nagahama,Advice,Adviced nagahama on funding,st,
Botchan_Lab_Tokyo,2017,". On the other hand, we helped iGEM Nagahama team as well. We advised about cloud funding, especially which website to use, and how to collect sponsors and patrons. For the website, iGEM nagahama team actually used the website ‘campfire’, which we also used in advance and advised to use.
＜May Festival＞
On May 20th and 21st, as iGEM JAPAN, we participated in university festival of University of Tokyo, ‘May Festival’. In this festival, with KAIT JAPAN team, Tokyo Tech team, Kyoto team, Kobe team, Nagahama team, and Gifu team, we held an exhibition booth and presented our projects with posters. Since May Festival is one of the most famous university festivals in Japan, many people including middle school or high school students, university students, many professors and many researchers came to the exhibition booth. They listened to our projects and gave us a lot of opinions from many perspectives. Since many teams of iGEM participated, we discussed our project and deepened our knowledge in details especially the protocol.
＜Creating a document about GMM(GMO) legislations＞
Genetically modifying is a technique of modifying DNA using genetic engineering methods. This technique is used in food, agriculture, and many other fields. In Japan, there are quite a lot genetically modified foods, and we are quite familiar with GMO regardless of pro or con. (Find out the survey that we took on human practices page!) However, in Japan, there are both people feel positive about GMOs and people who feel negative about GMOs. Having this background, and also thinking of safety and conservation of ecosystem, we consider that these are the reasons why the GMM(GMO) legislations are quite restrict in Japan. On the other hand, if we look outside Japan, the legislations are really different in each country and area. So, our team collaborated with 9 iGEM teams: Manchester team from the UK , Virginia team from the USA , AQA Unesp team from Brazil, , UChile_OpenBio-CeBiB team from Chile , ITB_Indonesia team from Indonesia , KUAS_Korea team from Korea , IIT_Delhi team from India ,  and UAlberta team from Canada ,  and created a document of GMM legislations. This document has created by 10 teams from 10 countries in 5 continents. By researching GMM legislations and comparing those legislations between countries, we aimed to understand the depth and diversity of laws, and also the",TRUE,"KAIT_JAPAN, Nagahama, TokyoTech, Kobe, Kyoto, Gifu",Meetup,Japanese university festival,,
Botchan_Lab_Tokyo,2017,". On the other hand, we helped iGEM Nagahama team as well. We advised about cloud funding, especially which website to use, and how to collect sponsors and patrons. For the website, iGEM nagahama team actually used the website ‘campfire’, which we also used in advance and advised to use.
＜May Festival＞
On May 20th and 21st, as iGEM JAPAN, we participated in university festival of University of Tokyo, ‘May Festival’. In this festival, with KAIT JAPAN team, Tokyo Tech team, Kyoto team, Kobe team, Nagahama team, and Gifu team, we held an exhibition booth and presented our projects with posters. Since May Festival is one of the most famous university festivals in Japan, many people including middle school or high school students, university students, many professors and many researchers came to the exhibition booth. They listened to our projects and gave us a lot of opinions from many perspectives. Since many teams of iGEM participated, we discussed our project and deepened our knowledge in details especially the protocol.
＜Creating a document about GMM(GMO) legislations＞
Genetically modifying is a technique of modifying DNA using genetic engineering methods. This technique is used in food, agriculture, and many other fields. In Japan, there are quite a lot genetically modified foods, and we are quite familiar with GMO regardless of pro or con. (Find out the survey that we took on human practices page!) However, in Japan, there are both people feel positive about GMOs and people who feel negative about GMOs. Having this background, and also thinking of safety and conservation of ecosystem, we consider that these are the reasons why the GMM(GMO) legislations are quite restrict in Japan. On the other hand, if we look outside Japan, the legislations are really different in each country and area. So, our team collaborated with 9 iGEM teams: Manchester team from the UK , Virginia team from the USA , AQA Unesp team from Brazil, , UChile_OpenBio-CeBiB team from Chile , ITB_Indonesia team from Indonesia , KUAS_Korea team from Korea , IIT_Delhi team from India ,  and UAlberta team from Canada ,  and created a document of GMM legislations. This document has created by 10 teams from 10 countries in 5 continents. By researching GMM legislations and comparing those legislations between countries, we aimed to understand the depth and diversity of laws, and also the",TRUE,"Manchester, Virginia, AQA_Unesp, UChile_OpenBio-CeBiB, ITB_Indonesia, KUAS_Korea, IIT_Delhi, UAlberta",Work,Co-created a collaborative document about GMO legislations with all these target (9) teams.,,
IONIS-PARIS,2017,"Team:IONIS-PARIS/Collaborations
Toggle navigation
PROJECT
DESCRIPTION
DEFINITIONS
BRAINSTORMING PROCESS
MODELING
DSBOX + AmilCP
RNA FOLDING SIMULATION
LABORATORY WORK
PARTS
PROTOCOLS
RESULTS & CHARACTERISATIONS
WORKING AT LA PAILLASSE
LABORATORY NOTEBOOK
APPLIED DESIGN
OVERVIEW
FOLIAR APPLICATION
CHASSIS SELECTION
PROTECTIVE COMPOUNDS
RISK AVOIDANCE: BIOSAFETY STRATEGIES
RISK ASSESSMENT: TOXICITY & ECOTOXICITY STUDIES
CASE STUDY: FROSTBAN
HUMAN PRACTICES
OVERVIEW
PUBLIC OUTREACH
SOCIETY LAW & GMOs
PERSPECTIVES
ENTREPRENEURSHIP
OVERVIEW
MARKET STUDY
FUNDRAISING & COMMUNICATION
SPONSORS
PERSPECTIVES
TEAM
ATTRIBUTIONS
COLLABORATIONS
MEMBERS
Back to top
Collaborations
R&D-MODEL
Tokyo Tech team
pCOLD (BBa_K1949000) new characterization
Our collaboration started on August the 28th. One of our team members went to Japan for holidays and met the Tokyo Tech team. They presented their projects and due to the high similarity between their last project “SnowWhite” and our project, they proposed to do a lab & model collaboration. They sent us their BioBrick pCOLD, we performed new characterizations to improve their part registry, and gave them our model handbook preview to use for their iGEM project.                       Working with the Tokyo team was an amazing adventure and allowed us to fulfil one of the Silver medal criteria.
Thank you Tokyo Tech team, it was a pleasure to work with you!
PARIS Bettencourt team
Protein expression by OD measurements & kinetics and the establishment of the program SimRNA
Our collaboration started in August.The iGEM Bettencourt kindly provided us with awesome devices to measure fluorescence so we could characterize the expression of our proteins at different temperatures the best way! As we were not familiar with such methods, they explained and advised us very greatly. Without them we would have relied only on colorimetric measurements and could not have improved the characterization of the iGEM Tokyo part which relies on GFP.                        For their project, they needed to model their RNA organelle strands. We helped them for the establishment of the program “simRNA” and gave",TRUE,TokyoTech,"Material Transfer, Meetup","Both teams shared material (bioparts, model handbook) with each other.","ts,st",
IONIS-PARIS,2017,"Team:IONIS-PARIS/Collaborations
Toggle navigation
PROJECT
DESCRIPTION
DEFINITIONS
BRAINSTORMING PROCESS
MODELING
DSBOX + AmilCP
RNA FOLDING SIMULATION
LABORATORY WORK
PARTS
PROTOCOLS
RESULTS & CHARACTERISATIONS
WORKING AT LA PAILLASSE
LABORATORY NOTEBOOK
APPLIED DESIGN
OVERVIEW
FOLIAR APPLICATION
CHASSIS SELECTION
PROTECTIVE COMPOUNDS
RISK AVOIDANCE: BIOSAFETY STRATEGIES
RISK ASSESSMENT: TOXICITY & ECOTOXICITY STUDIES
CASE STUDY: FROSTBAN
HUMAN PRACTICES
OVERVIEW
PUBLIC OUTREACH
SOCIETY LAW & GMOs
PERSPECTIVES
ENTREPRENEURSHIP
OVERVIEW
MARKET STUDY
FUNDRAISING & COMMUNICATION
SPONSORS
PERSPECTIVES
TEAM
ATTRIBUTIONS
COLLABORATIONS
MEMBERS
Back to top
Collaborations
R&D-MODEL
Tokyo Tech team
pCOLD (BBa_K1949000) new characterization
Our collaboration started on August the 28th. One of our team members went to Japan for holidays and met the Tokyo Tech team. They presented their projects and due to the high similarity between their last project “SnowWhite” and our project, they proposed to do a lab & model collaboration. They sent us their BioBrick pCOLD, we performed new characterizations to improve their part registry, and gave them our model handbook preview to use for their iGEM project.                       Working with the Tokyo team was an amazing adventure and allowed us to fulfil one of the Silver medal criteria.
Thank you Tokyo Tech team, it was a pleasure to work with you!
PARIS Bettencourt team
Protein expression by OD measurements & kinetics and the establishment of the program SimRNA
Our collaboration started in August.The iGEM Bettencourt kindly provided us with awesome devices to measure fluorescence so we could characterize the expression of our proteins at different temperatures the best way! As we were not familiar with such methods, they explained and advised us very greatly. Without them we would have relied only on colorimetric measurements and could not have improved the characterization of the iGEM Tokyo part which relies on GFP.                        For their project, they needed to model their RNA organelle strands. We helped them for the establishment of the program “simRNA” and gave",TRUE,TokyoTech,Work,Ionis characterised a part of tokyo - construed as work?,st,Check
IONIS-PARIS,2017,"Team:IONIS-PARIS/Collaborations
Toggle navigation
PROJECT
DESCRIPTION
DEFINITIONS
BRAINSTORMING PROCESS
MODELING
DSBOX + AmilCP
RNA FOLDING SIMULATION
LABORATORY WORK
PARTS
PROTOCOLS
RESULTS & CHARACTERISATIONS
WORKING AT LA PAILLASSE
LABORATORY NOTEBOOK
APPLIED DESIGN
OVERVIEW
FOLIAR APPLICATION
CHASSIS SELECTION
PROTECTIVE COMPOUNDS
RISK AVOIDANCE: BIOSAFETY STRATEGIES
RISK ASSESSMENT: TOXICITY & ECOTOXICITY STUDIES
CASE STUDY: FROSTBAN
HUMAN PRACTICES
OVERVIEW
PUBLIC OUTREACH
SOCIETY LAW & GMOs
PERSPECTIVES
ENTREPRENEURSHIP
OVERVIEW
MARKET STUDY
FUNDRAISING & COMMUNICATION
SPONSORS
PERSPECTIVES
TEAM
ATTRIBUTIONS
COLLABORATIONS
MEMBERS
Back to top
Collaborations
R&D-MODEL
Tokyo Tech team
pCOLD (BBa_K1949000) new characterization
Our collaboration started on August the 28th. One of our team members went to Japan for holidays and met the Tokyo Tech team. They presented their projects and due to the high similarity between their last project “SnowWhite” and our project, they proposed to do a lab & model collaboration. They sent us their BioBrick pCOLD, we performed new characterizations to improve their part registry, and gave them our model handbook preview to use for their iGEM project.                       Working with the Tokyo team was an amazing adventure and allowed us to fulfil one of the Silver medal criteria.
Thank you Tokyo Tech team, it was a pleasure to work with you!
PARIS Bettencourt team
Protein expression by OD measurements & kinetics and the establishment of the program SimRNA
Our collaboration started in August.The iGEM Bettencourt kindly provided us with awesome devices to measure fluorescence so we could characterize the expression of our proteins at different temperatures the best way! As we were not familiar with such methods, they explained and advised us very greatly. Without them we would have relied only on colorimetric measurements and could not have improved the characterization of the iGEM Tokyo part which relies on GFP.                        For their project, they needed to model their RNA organelle strands. We helped them for the establishment of the program “simRNA” and gave",TRUE,Paris_Bettencourt,"Material Transfer, Advice",Transferred materials and gave advice,ts,
Makerere_University,2018,"Team:Makerere University/Collaborations
HOME
TEAM
Team Members
Collaborations
PROJECT
Description
Design
Experiments
Notebook
InterLab
Model
Results
Demonstrate
Improve
Attributions
PARTS
Parts Overview
Basic Parts
Composite Parts
Part Collection
SAFETY
HUMAN PRACTICES
Human Practices
Education & Engagement
AWARDS
Applied Design
Entrepreneurship
Hardware
Measurement
Model
Plant
Software
JUDGING FORM ⇗
Collaborations
Sharing and collaboration are core values of iGEM. We encourage you to reach out and work with other teams on difficult problems that you can more easily solve together.
Silver Medal Criterion #2
Complete this page if you intend to compete for the silver medal criterion #2 on collaboration. Please see the 2018 Medals Page for more information.
Which other teams can we work with?
You can work with any other team in the competition, including software, hardware, high school and other tracks. You can also work with non-iGEM research groups, but they do not count towards the iGEM team collaboration silver medal criterion.
In order to meet the silver medal criteria on helping another team, you must complete this page and detail the nature of your collaboration with another iGEM team.
Here are some suggestions for projects you could work on with other teams:
Improve the function of another team's BioBrick Part or Device
Characterize another team's part
Debug a construct
Model or simulate another team's system
Test another team's software
Help build and test another team's hardware project
Mentor a high-school team",FALSE,,,,,
Colegio_EmelinaU,2015,"Team:Colegio EmelinaU/Collaborations
HOME
TEAM
PROJECT >
Description
Experiments & Protocols
Results
Design
Bussing Models
PARTS >
Team Parts
HUMAN PRACTICES
NOTEBOOK
MODELING
ATTRIBUTIONS
COLLABORATIONS
Collaborations
Enormously grateful to all companies and entities part of our project were made and collaborated in various ways, most especially we want to mention:
Special collaboration
Sebastian Hernandez
Design Frontend website
Visit Portafolio",FALSE,,,,,
Hamburg,2017," therefore a relatively extensive screening process is needed to find the colonies that carry the designed fragment.                  Additionally, we had ongoing support by Jérémy to fix upcoming issues, which we had a lot of.
Alina, who was in charge of our security level 2 lab, contacted Jérémy for further troubleshooting, hence we had starting issues with the protocol. Continuous communication between our team and Jérémy helped us to fix our issues. We needed to tweak the PCR reactions due to some chemicals, enzymes being unavailable to us, being inexperienced with the method we needed council to make sure our changes would not alter the outcome.
Eventually Alina was able to troubleshoot the Golden-Gate-Assembly with Jérémy’s help so that we were finally able to amplify the whole construct with 6107 bp. Which we were able to verify by colony PCR and sequencing.
Since we were unable to find a proper solution to our problems with HMWP2 ourselves, many thanks go to Evry for their dedicated support.
TU Delft
A collaboration with iGEM Delft felt natural to us for multiple reasons, first in the current lineup from Delft is a former student, Isabell, from our university, which prompted us to contact team Delft early. While we were visiting Delft for the European meetup we met the  team multiple times. During our stay  in Delft we had multiple occasions where we exchanged ideas and spoke about each other's projects.
Second our projects are basically designed to work together, Delft worked on a crispr-cas based detection method for multiresistant bacteria, and we developed a new antibiotic compound to target some of those. Sadly, this would involve both teams completing their projects before we start a collaboration. Which might have worked, in reality we both found out that synthetic biology often takes a lot of time and the verification of the own experiments has to be prioritized.
Nonetheless we made plans, even though they never came to fruition. The planned cooperation involved Delft identifying enterobacteria that are carbapenem resistant, identified strains would then be tried with our novel antibiotic compounds and tested for siderophore receptors. All in all we would have been able to identify and eliminate multiresistant bacterial threats.                  Many thanks to iGEM Delft who were great partners in developing important ideas to change our world for the better, and of course for the organisation of the European Meetup!
Delft & Aalto Helsinki
Hence our first collaboration, with iGEM Delft would have started way to late in the",TRUE,Evry_Paris-Saclay,Advice,Chunk is incomplete - but hints at evry supporting hamburg,ts,Check
Hamburg,2017," therefore a relatively extensive screening process is needed to find the colonies that carry the designed fragment.                  Additionally, we had ongoing support by Jérémy to fix upcoming issues, which we had a lot of.
Alina, who was in charge of our security level 2 lab, contacted Jérémy for further troubleshooting, hence we had starting issues with the protocol. Continuous communication between our team and Jérémy helped us to fix our issues. We needed to tweak the PCR reactions due to some chemicals, enzymes being unavailable to us, being inexperienced with the method we needed council to make sure our changes would not alter the outcome.
Eventually Alina was able to troubleshoot the Golden-Gate-Assembly with Jérémy’s help so that we were finally able to amplify the whole construct with 6107 bp. Which we were able to verify by colony PCR and sequencing.
Since we were unable to find a proper solution to our problems with HMWP2 ourselves, many thanks go to Evry for their dedicated support.
TU Delft
A collaboration with iGEM Delft felt natural to us for multiple reasons, first in the current lineup from Delft is a former student, Isabell, from our university, which prompted us to contact team Delft early. While we were visiting Delft for the European meetup we met the  team multiple times. During our stay  in Delft we had multiple occasions where we exchanged ideas and spoke about each other's projects.
Second our projects are basically designed to work together, Delft worked on a crispr-cas based detection method for multiresistant bacteria, and we developed a new antibiotic compound to target some of those. Sadly, this would involve both teams completing their projects before we start a collaboration. Which might have worked, in reality we both found out that synthetic biology often takes a lot of time and the verification of the own experiments has to be prioritized.
Nonetheless we made plans, even though they never came to fruition. The planned cooperation involved Delft identifying enterobacteria that are carbapenem resistant, identified strains would then be tried with our novel antibiotic compounds and tested for siderophore receptors. All in all we would have been able to identify and eliminate multiresistant bacterial threats.                  Many thanks to iGEM Delft who were great partners in developing important ideas to change our world for the better, and of course for the organisation of the European Meetup!
Delft & Aalto Helsinki
Hence our first collaboration, with iGEM Delft would have started way to late in the",TRUE,TUDelft,Meetup,They met with delft who are working in  on a similiar project. They wanted to collaborate - but acknowledge the teams are competing with each other. Interesting case,,
Hamburg,2017," therefore a relatively extensive screening process is needed to find the colonies that carry the designed fragment.                  Additionally, we had ongoing support by Jérémy to fix upcoming issues, which we had a lot of.
Alina, who was in charge of our security level 2 lab, contacted Jérémy for further troubleshooting, hence we had starting issues with the protocol. Continuous communication between our team and Jérémy helped us to fix our issues. We needed to tweak the PCR reactions due to some chemicals, enzymes being unavailable to us, being inexperienced with the method we needed council to make sure our changes would not alter the outcome.
Eventually Alina was able to troubleshoot the Golden-Gate-Assembly with Jérémy’s help so that we were finally able to amplify the whole construct with 6107 bp. Which we were able to verify by colony PCR and sequencing.
Since we were unable to find a proper solution to our problems with HMWP2 ourselves, many thanks go to Evry for their dedicated support.
TU Delft
A collaboration with iGEM Delft felt natural to us for multiple reasons, first in the current lineup from Delft is a former student, Isabell, from our university, which prompted us to contact team Delft early. While we were visiting Delft for the European meetup we met the  team multiple times. During our stay  in Delft we had multiple occasions where we exchanged ideas and spoke about each other's projects.
Second our projects are basically designed to work together, Delft worked on a crispr-cas based detection method for multiresistant bacteria, and we developed a new antibiotic compound to target some of those. Sadly, this would involve both teams completing their projects before we start a collaboration. Which might have worked, in reality we both found out that synthetic biology often takes a lot of time and the verification of the own experiments has to be prioritized.
Nonetheless we made plans, even though they never came to fruition. The planned cooperation involved Delft identifying enterobacteria that are carbapenem resistant, identified strains would then be tried with our novel antibiotic compounds and tested for siderophore receptors. All in all we would have been able to identify and eliminate multiresistant bacterial threats.                  Many thanks to iGEM Delft who were great partners in developing important ideas to change our world for the better, and of course for the organisation of the European Meetup!
Delft & Aalto Helsinki
Hence our first collaboration, with iGEM Delft would have started way to late in the",TRUE,Aalto-Helsinki,Other,Text indicates they collaborate but the chunk is incomplete,,Check
Westminster,2015,"Team:Westminster/Collaborations
Team
Team Members
Attributions
Project
Application
Description
Experiments
Results
Biocontainment
Safety
Parts
Team Parts
Notebook
Lab Notebook
Outreach
Collaborations
iGEM UK MeetUp
Human Practices
Collaborations
Cambridge-JIC team organised a workshop at the UK meet-up, Friday 4th September. The primary purpose of the workshop was to raise awareness and promote the use of open source hardware (OSH)). In addition, due to the interest raised, the team also received a lot of feedback and information on how their design could be modified to fit the purpose of other projects.
The workshop consisted of three benches:
1) Optic bench showcasing their 3D printed material and discussing the principle of open source hardware.
2) Microscope demonstration of their microscope prototype.
3) Build your own bench where their demonstrated how to build their microscope from scratch.
The workshop was a real success, and we would like to thank the Cambridge team for participating and introducing a great interactive element to the event.
Aix-Marseille Université (France) required some help collecting data for their project. We were instructed to distribute and collect as many surveys as possible on gum and GMOs.  We contacted students, family and friends, and anyone else that would be willing to participate, and our efforts earned us a silver Collaboration badge.",TRUE,Cambridge-JIC,Meetup,,,
